Payment_ID,Loan_ID,Payment_Date,Payment_Amount,Remaining_Balance,Is_Late,Days_Late
9057,5105,2024-03-18,877.65,30457.9,0,0
9058,5694,2023-02-02,1397.82,31559.09,0,0
9059,5667,2022-09-05,1031.5,37201.07,0,0
9060,5287,2020-11-22,424.8,4716.25,0,0
9061,5169,2021-03-25,1087.58,9279.4,0,0
9062,5420,2020-09-13,755.36,36149.0,0,0
9063,5047,2020-08-27,968.99,7089.45,0,0
9064,5043,2024-03-05,1154.28,27289.17,0,0
9065,5321,2022-07-15,869.43,21218.52,0,0
9066,5818,2020-08-11,1258.18,3327.75,0,0
9067,5221,2024-01-02,1138.8,11410.55,0,0
9068,5513,2020-06-12,999.6,20814.89,0,0
9069,5712,2023-04-23,396.03,34094.0,1,51
9070,5441,2021-07-28,1286.73,28301.54,0,0
9071,5144,2022-07-09,1416.68,24875.33,0,0
9072,5890,2021-03-25,378.05,19841.32,0,0
9073,5028,2022-06-03,834.71,11947.36,0,0
9074,5854,2021-09-02,536.56,4769.8,1,6
9075,5850,2024-05-22,1180.88,16363.04,0,0
9076,5790,2023-12-26,1138.12,1140.74,0,0
9077,5553,2020-06-20,383.15,8442.24,0,0
9078,5844,2024-05-21,1340.14,17299.34,0,0
9079,5659,2020-06-06,435.26,16744.21,0,0
9080,5857,2024-10-03,1236.44,1771.82,1,13
9081,5690,2021-10-18,794.07,23562.41,1,14
9082,5827,2021-07-13,626.75,21987.37,0,0
9083,5837,2023-06-29,405.71,3124.17,1,30
9084,5930,2023-02-23,417.9,37726.52,0,0
9085,5167,2022-01-11,1060.46,3975.31,1,56
9086,5635,2020-06-04,915.56,34193.37,1,51
9087,5586,2023-07-21,358.71,12.39,0,0
9088,5751,2023-05-24,346.51,35291.24,0,0
9089,5249,2021-11-25,294.0,788.79,0,0
9090,5775,2020-03-08,1166.9,30312.48,0,0
9091,5764,2021-07-04,1125.45,14467.63,0,0
9092,5357,2022-01-19,275.96,29528.67,1,35
9093,5111,2022-06-02,928.35,16069.81,1,39
9094,5692,2020-08-13,310.08,2836.32,0,0
9095,5700,2024-11-14,1374.87,30700.27,1,54
9096,5820,2020-06-12,1379.25,2850.11,1,2
9097,5719,2022-05-22,1107.7,36884.82,0,0
9098,5234,2022-11-03,1404.05,2038.96,0,0
9099,5024,2021-05-17,1254.89,19173.01,0,0
9100,5026,2022-10-25,1277.1,28921.38,0,0
9101,5381,2021-12-12,940.62,15729.86,0,0
9102,5730,2020-01-19,597.88,8689.34,0,0
9103,5346,2020-02-04,483.14,30363.64,1,8
9104,5378,2021-06-06,625.36,31371.79,1,6
9105,5522,2021-07-15,1017.04,36907.8,0,0
9106,5017,2022-06-16,424.45,15046.6,1,36
9107,5245,2022-06-21,536.23,20250.07,0,0
9108,5718,2023-01-30,808.48,14525.14,1,8
9109,5770,2021-08-08,502.97,10283.27,0,0
9110,5624,2020-01-22,965.24,30041.32,0,0
9111,5717,2021-09-13,1400.13,13586.07,1,25
9112,5539,2023-09-05,1172.52,17125.98,0,0
9113,5969,2020-05-22,1066.35,16146.95,0,0
9114,5583,2024-08-15,957.54,28506.45,0,0
9115,5688,2021-08-29,834.33,36711.83,0,0
9116,5202,2022-07-31,442.53,26670.24,1,16
9117,5248,2023-02-06,1363.12,18863.3,0,0
9118,5118,2023-07-06,523.1,31168.2,1,56
9119,5009,2022-01-17,318.7,25638.85,0,0
9120,5598,2022-08-02,1175.02,2424.41,0,0
9121,5023,2020-03-23,428.3,3826.54,0,0
9122,5967,2020-03-07,683.46,1516.68,0,0
9123,5240,2024-04-10,236.77,18272.65,0,0
9124,5585,2022-11-29,378.19,33034.14,0,0
9125,5027,2023-06-29,425.16,12523.33,0,0
9126,5984,2020-06-21,270.73,15366.41,0,0
9127,5861,2024-06-01,1053.65,36379.08,0,0
9128,5081,2021-07-23,1288.11,33476.14,0,0
9129,5596,2024-01-27,685.31,26601.92,0,0
9130,5199,2023-04-19,1336.95,10672.15,0,0
9131,5555,2024-03-28,477.35,4681.66,0,0
9132,6000,2022-08-13,623.01,642.35,0,0
9133,5775,2024-12-26,395.96,4280.43,0,0
9134,5092,2020-10-23,1006.73,11703.86,0,0
9135,5851,2024-02-16,745.83,22071.6,0,0
9136,5959,2022-03-29,997.27,2560.0,0,0
9137,5084,2023-08-01,1190.18,5449.11,1,14
9138,5300,2024-12-21,909.41,7243.23,0,0
9139,5935,2023-05-22,1015.92,25279.28,0,0
9140,5296,2020-12-31,1415.83,24631.59,0,0
9141,5647,2023-12-29,588.78,22030.63,0,0
9142,5454,2023-09-22,666.91,10020.06,1,11
9143,5281,2021-03-04,1133.01,14844.79,0,0
9144,5059,2021-03-10,994.7,3867.59,0,0
9145,5909,2020-03-14,432.09,9058.42,0,0
9146,5871,2023-04-13,688.99,35908.21,0,0
9147,6000,2021-04-09,808.19,39187.67,0,0
9148,5342,2023-08-15,745.21,25906.38,0,0
9149,5753,2020-01-04,431.76,36672.93,0,0
9150,5465,2023-04-02,1401.76,25709.68,0,0
9151,5880,2022-10-30,1191.01,1327.86,1,57
9152,5342,2021-03-05,825.76,39870.5,1,28
9153,5610,2022-08-05,1084.08,3958.09,0,0
9154,5062,2021-02-27,1366.47,27305.67,0,0
9155,5776,2024-03-10,377.03,10113.45,0,0
9156,5625,2020-04-13,525.48,15679.24,0,0
9157,5429,2021-04-07,905.51,25837.37,1,7
9158,5658,2020-08-02,1238.71,17459.49,0,0
9159,5728,2024-12-06,247.13,10021.84,0,0
9160,5256,2020-12-30,1479.22,13377.85,1,48
9161,5828,2022-05-22,791.38,13661.92,1,26
9162,5828,2020-08-14,667.0,38372.96,0,0
9163,5874,2022-08-25,580.54,31944.52,0,0
9164,5770,2021-05-24,426.66,18341.95,0,0
9165,5706,2021-01-14,1229.05,7992.84,0,0
9166,5347,2022-08-31,1442.04,32440.64,1,25
9167,5526,2020-12-17,737.74,6287.3,0,0
9168,5304,2020-05-02,1438.15,8418.49,0,0
9169,5615,2023-09-12,1270.94,14640.54,0,0
9170,5245,2020-11-07,825.37,35213.93,1,22
9171,5757,2020-07-25,1076.23,5271.47,1,42
9172,5824,2022-01-24,765.48,4889.37,1,31
9173,5780,2024-09-30,926.34,19759.0,0,0
9174,5736,2024-08-31,275.46,11056.42,1,23
9175,5732,2023-11-21,1105.14,22749.12,0,0
9176,5823,2023-08-01,268.67,18065.47,0,0
9177,5412,2024-09-27,1262.21,17398.36,0,0
9178,5878,2021-07-03,1272.43,4478.92,1,0
9179,5217,2020-03-31,508.2,5641.99,1,38
9180,5516,2024-08-13,620.76,32843.14,0,0
9181,5474,2021-01-12,825.7,35435.31,0,0
9182,5036,2023-11-20,975.66,9387.34,1,16
9183,5178,2022-09-18,573.56,4538.42,0,0
9184,5387,2020-07-29,970.23,2136.67,1,12
9185,5769,2022-09-25,587.12,24331.9,0,0
9186,5017,2023-06-07,272.14,28614.13,0,0
9187,5711,2023-04-19,203.29,14912.4,0,0
9188,5830,2024-01-12,331.5,27187.03,0,0
9189,5048,2021-09-27,1229.93,28518.35,0,0
9190,5062,2020-01-26,1449.86,37413.69,0,0
9191,5069,2020-01-11,755.06,2594.95,0,0
9192,5659,2024-01-28,866.49,7691.67,0,0
9193,5871,2024-09-07,390.9,2741.04,1,48
9194,5366,2023-02-01,916.34,34719.76,0,0
9195,5162,2020-08-08,388.05,31703.49,0,0
9196,5739,2024-04-04,994.58,22985.68,1,35
9197,5945,2023-08-12,1413.24,3346.54,0,0
9198,5976,2023-10-17,454.41,10932.49,0,0
9199,5488,2024-10-28,1193.93,11908.79,0,0
9200,5431,2020-06-09,230.55,22429.73,1,51
9201,5999,2024-04-25,688.15,10321.76,1,35
9202,5859,2023-02-04,343.97,2918.39,0,0
9203,5489,2022-11-19,658.22,29230.49,1,11
9204,5230,2020-03-18,425.6,11963.21,0,0
9205,5370,2023-05-05,685.3,18094.97,0,0
9206,5178,2024-10-24,742.78,5106.67,1,10
9207,5857,2020-05-17,590.77,32101.93,0,0
9208,5410,2024-11-11,1053.61,22621.28,1,51
9209,5568,2022-12-16,1394.51,36063.43,0,0
9210,5590,2022-02-06,720.77,19818.86,0,0
9211,5270,2021-01-31,450.05,37657.03,1,2
9212,5206,2020-05-07,551.94,35674.73,0,0
9213,5793,2020-08-26,1310.2,23058.39,1,10
9214,5740,2024-05-31,943.13,37355.74,1,34
9215,5900,2020-12-28,791.51,12923.55,1,20
9216,5751,2022-06-02,394.53,14625.69,0,0
9217,5975,2022-10-12,784.65,1819.12,0,0
9218,5800,2021-07-24,562.04,23568.04,1,7
9219,5082,2023-11-12,1426.11,28876.96,0,0
9220,5846,2023-06-16,1349.29,30940.77,0,0
9221,5762,2024-04-10,309.07,5992.65,1,44
9222,5193,2021-06-18,871.65,17766.36,0,0
9223,5618,2024-06-05,492.58,7074.53,1,35
9224,5189,2022-11-02,734.01,26485.09,0,0
9225,5276,2020-10-24,1339.9,6317.85,0,0
9226,5074,2020-10-03,885.77,36166.55,0,0
9227,5010,2021-06-04,634.48,9225.39,0,0
9228,5635,2024-06-07,470.25,11656.09,0,0
9229,5216,2022-07-07,1240.42,34036.25,0,0
9230,5290,2024-03-19,1011.87,18338.7,1,28
9231,5445,2024-10-10,808.49,959.84,0,0
9232,5988,2022-12-29,482.73,19783.45,0,0
9233,5923,2022-03-27,634.52,3381.73,0,0
9234,5552,2023-03-04,1447.8,39413.79,0,0
9235,5193,2021-11-23,876.12,23524.46,0,0
9236,5639,2021-02-20,720.91,10261.3,0,0
9237,5289,2020-06-12,877.85,22548.71,0,0
9238,5964,2022-05-22,1212.69,3074.68,0,0
9239,5583,2024-03-22,642.14,31995.65,0,0
9240,5649,2024-06-11,432.32,37013.12,0,0
9241,5144,2021-03-06,960.42,34977.78,0,0
9242,5389,2021-05-29,1064.77,13670.3,0,0
9243,5866,2022-03-29,1126.53,13030.72,0,0
9244,5892,2021-03-30,1346.58,1403.5,0,0
9245,5407,2021-06-25,682.53,26056.01,0,0
9246,5811,2022-10-03,297.96,21396.19,0,0
9247,5370,2020-02-07,1445.85,18373.85,1,2
9248,5857,2022-04-12,765.52,36305.24,1,23
9249,5441,2020-02-03,1010.23,6715.16,0,0
9250,5947,2021-05-29,1066.2,386.65,1,2
9251,5781,2021-05-28,910.47,2932.66,0,0
9252,5896,2021-09-09,466.83,8934.86,0,0
9253,5920,2021-01-16,1181.69,1331.42,0,0
9254,5651,2022-03-29,1244.88,20113.75,0,0
9255,5564,2020-07-22,918.87,12563.62,0,0
9256,5529,2022-01-27,835.13,7219.32,0,0
9257,5677,2020-07-24,348.12,30003.36,1,35
9258,5013,2020-07-06,309.14,8178.05,0,0
9259,5702,2021-12-21,641.43,27504.2,0,0
9260,5987,2023-11-15,604.1,13970.6,0,0
9261,5340,2022-05-06,1439.75,20473.11,1,3
9262,5865,2022-05-18,1218.71,37354.68,0,0
9263,5874,2024-12-08,1057.9,1494.07,0,0
9264,5864,2020-07-29,872.94,20010.58,0,0
9265,5776,2020-11-03,417.58,34176.92,0,0
9266,5312,2021-10-17,1471.99,23518.97,0,0
9267,5733,2024-02-04,687.55,11074.82,0,0
9268,5104,2021-05-08,339.0,15907.25,0,0
9269,5339,2021-03-21,841.94,27210.63,0,0
9270,5198,2020-10-30,1336.2,35632.48,0,0
9271,5300,2022-08-24,1353.48,1642.65,0,0
9272,5444,2023-06-27,214.26,2861.55,0,0
9273,5359,2022-02-21,1352.18,13002.06,0,0
9274,5368,2024-09-11,552.93,9311.19,0,0
9275,5169,2020-09-29,250.66,10597.24,1,43
9276,5149,2022-07-01,1302.13,8850.8,0,0
9277,5761,2020-02-09,1323.03,7833.0,0,0
9278,5768,2024-12-08,975.1,5224.96,0,0
9279,5982,2024-12-25,946.76,37358.17,1,27
9280,5042,2020-11-24,1257.06,5767.58,0,0
9281,5202,2021-01-10,1222.2,8176.15,0,0
9282,5970,2020-09-06,1357.14,9850.63,0,0
9283,5244,2022-10-06,918.57,37320.59,0,0
9284,5669,2021-01-12,1457.94,30228.57,0,0
9285,5464,2024-08-11,1494.99,31587.98,1,32
9286,5449,2024-08-09,351.51,4190.33,0,0
9287,5913,2024-01-09,1304.41,33452.4,0,0
9288,5798,2020-08-09,849.77,16327.72,0,0
9289,5794,2021-09-09,703.84,10512.92,0,0
9290,5437,2022-01-24,996.99,23030.0,1,38
9291,5893,2021-04-02,272.76,32887.32,0,0
9292,5750,2021-07-01,858.4,31146.09,1,7
9293,5531,2020-10-31,1332.16,35599.9,0,0
9294,5565,2022-10-12,477.5,37125.29,0,0
9295,5597,2021-11-09,754.31,9524.88,0,0
9296,5273,2024-12-02,1421.33,16954.32,0,0
9297,5430,2022-07-15,757.13,585.14,0,0
9298,5872,2022-05-28,665.88,35172.87,0,0
9299,5213,2023-04-20,772.7,6182.89,0,0
9300,5949,2022-10-11,875.29,34458.99,0,0
9301,5873,2022-05-29,1021.59,13175.49,0,0
9302,5104,2023-07-04,1240.9,14725.34,0,0
9303,5192,2023-03-11,787.73,1565.29,0,0
9304,5941,2023-11-18,1262.73,13075.15,1,10
9305,5689,2024-04-25,893.84,35534.55,0,0
9306,5659,2024-04-02,640.02,1021.9,0,0
9307,5380,2021-12-19,1055.34,16253.1,0,0
9308,5967,2024-09-21,1133.04,1255.99,0,0
9309,5081,2021-08-16,925.46,14836.94,0,0
9310,5705,2024-11-20,273.6,6905.63,1,26
9311,5549,2021-06-01,420.85,10088.74,0,0
9312,5377,2023-08-05,570.89,35103.93,0,0
9313,5838,2021-12-07,567.41,17441.97,0,0
9314,5154,2021-03-11,1075.45,10951.92,0,0
9315,5642,2023-07-16,223.85,23573.54,0,0
9316,5571,2024-02-18,1182.39,5684.28,1,26
9317,5736,2020-02-11,544.95,10375.66,0,0
9318,5761,2023-08-31,603.03,21849.92,1,26
9319,5240,2023-07-23,886.28,9500.92,0,0
9320,5374,2023-08-22,480.7,27165.11,0,0
9321,5901,2023-10-20,1349.81,19659.65,0,0
9322,5805,2020-10-22,310.98,30879.56,0,0
9323,5799,2020-03-08,777.7,37929.78,1,43
9324,5204,2020-05-09,1304.25,4632.2,0,0
9325,5611,2022-05-05,1000.6,13386.6,1,36
9326,5350,2021-09-19,580.03,12781.96,0,0
9327,5688,2024-11-12,746.99,6047.32,0,0
9328,5774,2024-04-19,1118.7,32412.13,1,28
9329,5783,2024-09-19,1465.24,30395.15,0,0
9330,5143,2021-09-07,1361.08,19377.02,1,41
9331,5189,2022-10-01,645.16,21510.83,0,0
9332,5272,2024-12-11,1497.66,2381.77,1,38
9333,5532,2024-05-27,204.56,22220.29,0,0
9334,5845,2021-08-08,235.92,31653.66,0,0
9335,5300,2024-05-29,1270.99,22953.1,0,0
9336,5426,2023-06-15,459.3,10612.25,0,0
9337,5046,2021-08-28,279.0,26701.93,0,0
9338,5095,2020-10-29,508.29,14459.54,0,0
9339,5930,2020-07-19,753.93,21794.93,0,0
9340,5064,2022-06-15,1149.74,19502.61,0,0
9341,5413,2020-01-06,1011.64,15247.0,0,0
9342,5643,2021-04-30,508.91,28755.12,0,0
9343,5009,2021-07-04,854.25,35355.04,0,0
9344,5459,2024-07-02,1404.08,208.5,0,0
9345,5715,2020-06-11,1259.51,37344.66,0,0
9346,5409,2020-03-24,620.15,20460.61,0,0
9347,5470,2024-07-27,1476.94,28029.28,0,0
9348,5810,2020-01-01,1121.21,34224.98,1,20
9349,5506,2023-06-23,281.18,18684.15,0,0
9350,5686,2024-11-21,245.71,33398.96,0,0
9351,5073,2020-06-09,418.93,7104.79,0,0
9352,5084,2021-12-14,1146.21,6366.7,0,0
9353,5059,2021-10-29,438.86,26298.85,1,19
9354,5021,2024-01-02,864.93,34805.72,1,26
9355,5458,2020-12-18,321.24,35697.05,0,0
9356,5918,2022-01-20,1397.15,25749.62,0,0
9357,5157,2024-08-17,647.15,21019.57,0,0
9358,5831,2022-07-29,1380.57,13255.72,0,0
9359,5329,2020-02-09,1428.34,39200.02,1,26
9360,5573,2023-08-20,207.97,12787.83,0,0
9361,5576,2022-05-03,803.38,29767.44,0,0
9362,5837,2020-10-31,232.05,21279.27,0,0
9363,5680,2023-10-27,1381.3,24340.49,0,0
9364,5203,2021-12-21,873.93,15739.22,0,0
9365,5641,2020-07-19,297.43,38592.93,1,46
9366,5757,2023-03-17,343.36,22867.29,0,0
9367,5106,2021-12-01,698.56,37511.51,1,43
9368,5833,2021-04-03,1422.3,303.66,0,0
9369,5122,2021-09-11,1100.78,22906.82,0,0
9370,5318,2023-03-23,1327.9,28687.48,0,0
9371,5182,2023-08-14,676.39,29803.21,0,0
9372,5615,2020-03-30,256.18,36199.08,1,31
9373,5316,2021-07-14,1466.61,176.06,0,0
9374,5814,2024-12-03,222.32,13.21,0,0
9375,5773,2020-01-28,1431.95,18890.54,0,0
9376,5625,2021-11-02,679.28,1171.75,0,0
9377,5406,2022-03-29,213.12,38981.3,0,0
9378,5986,2022-07-25,1095.9,8882.61,0,0
9379,5949,2020-04-01,1474.7,18906.59,0,0
9380,5070,2023-06-19,1455.31,2445.51,0,0
9381,5160,2021-02-07,409.22,20881.94,0,0
9382,5240,2022-09-19,435.62,15198.25,0,0
9383,5523,2022-05-09,935.2,1786.4,0,0
9384,5138,2021-09-01,1028.5,13404.97,0,0
9385,5495,2021-09-11,1161.24,15657.44,0,0
9386,5679,2022-04-13,435.37,39596.86,0,0
9387,5247,2023-11-21,1446.71,8315.43,0,0
9388,5866,2024-09-16,1030.36,21791.18,0,0
9389,5543,2024-01-01,1301.16,39492.62,0,0
9390,5524,2021-02-12,902.09,31680.77,0,0
9391,5243,2021-11-28,738.56,39734.7,0,0
9392,5620,2021-09-05,1470.34,38731.93,0,0
9393,5336,2024-10-03,956.76,19581.58,0,0
9394,5422,2023-12-14,1326.94,27855.03,1,56
9395,5835,2022-08-25,1439.28,4417.73,0,0
9396,5194,2022-03-25,1077.96,17645.95,1,30
9397,5308,2021-02-02,913.62,32360.74,0,0
9398,5645,2020-10-11,204.56,20213.41,0,0
9399,5907,2024-08-21,252.03,28107.96,0,0
9400,5506,2023-08-11,461.11,29830.05,0,0
9401,5281,2024-02-17,441.81,10138.77,0,0
9402,5803,2024-04-04,531.19,35027.97,0,0
9403,5675,2022-10-21,596.42,18392.9,1,5
9404,5790,2021-03-22,668.09,8407.4,0,0
9405,5933,2022-06-01,746.7,34616.64,1,17
9406,5982,2020-05-22,328.53,16712.75,0,0
9407,5439,2024-07-06,255.07,30012.5,0,0
9408,5715,2021-07-03,1076.13,21921.32,0,0
9409,5608,2020-11-10,898.54,15274.87,0,0
9410,5483,2024-11-15,777.39,32395.06,0,0
9411,5223,2023-08-19,1024.77,23378.8,1,59
9412,5749,2021-07-27,1275.98,15622.48,0,0
9413,5117,2020-10-30,756.0,4383.91,0,0
9414,5968,2020-10-26,1033.46,35817.81,0,0
9415,5192,2022-07-13,1439.64,1418.78,0,0
9416,5788,2020-12-28,1291.51,34527.49,0,0
9417,5618,2024-05-02,753.8,14398.46,0,0
9418,5994,2020-02-13,1038.13,25573.55,0,0
9419,5516,2024-03-20,430.19,36887.99,0,0
9420,5530,2021-11-04,928.68,6068.26,0,0
9421,5307,2020-07-14,1475.73,22678.02,0,0
9422,5964,2020-06-13,873.81,30577.31,0,0
9423,5532,2023-11-20,1405.93,30303.35,0,0
9424,5122,2023-03-22,729.54,21025.28,0,0
9425,5649,2020-12-24,1498.5,24989.58,1,12
9426,5592,2022-03-07,952.99,30301.08,1,30
9427,5154,2020-03-21,254.95,33641.11,0,0
9428,5870,2021-12-20,962.78,30472.52,1,22
9429,5537,2024-11-24,556.94,14160.2,0,0
9430,5452,2022-03-17,242.23,39869.06,0,0
9431,5169,2021-08-03,1267.11,17380.11,0,0
9432,5059,2021-07-27,558.45,978.59,1,4
9433,5301,2024-07-26,1235.51,14504.68,0,0
9434,5553,2020-07-14,574.68,5111.32,1,37
9435,5550,2021-04-25,452.62,4857.7,1,1
9436,5117,2020-08-26,1466.12,11261.4,0,0
9437,5787,2021-01-05,670.14,2135.02,0,0
9438,5782,2021-03-26,981.79,27540.49,0,0
9439,5127,2021-02-08,992.98,2959.56,0,0
9440,5405,2023-09-03,928.62,8131.58,0,0
9441,5399,2023-04-07,1389.1,3715.99,0,0
9442,5515,2020-08-23,1076.77,2526.71,0,0
9443,5805,2020-12-18,724.85,10710.07,0,0
9444,5885,2023-04-19,1321.09,22875.96,0,0
9445,5498,2022-11-28,435.38,38587.42,0,0
9446,5942,2020-11-25,907.51,35022.27,0,0
9447,5528,2021-06-14,1435.72,35037.36,0,0
9448,5398,2023-05-02,1013.02,7042.68,0,0
9449,5265,2023-11-13,1262.06,10596.29,1,6
9450,5751,2024-04-05,1049.63,3055.73,0,0
9451,5263,2022-01-27,1291.18,31138.73,0,0
9452,5398,2020-11-18,1427.83,2792.65,1,1
9453,5646,2024-11-10,554.8,22267.83,0,0
9454,5725,2022-11-23,420.56,9915.02,0,0
9455,5527,2020-04-18,829.19,9737.83,0,0
9456,5436,2023-02-17,1112.42,39629.0,1,7
9457,5840,2024-09-08,495.35,30271.19,1,18
9458,5930,2020-06-07,205.33,33477.57,0,0
9459,5360,2023-11-25,645.82,22879.31,0,0
9460,5129,2022-09-03,1459.52,34840.57,1,44
9461,5864,2023-11-18,1103.46,25819.62,0,0
9462,5634,2020-12-07,721.72,37846.95,0,0
9463,5241,2020-09-03,450.35,11253.54,0,0
9464,5627,2022-08-20,662.92,23812.78,0,0
9465,5709,2022-07-10,420.79,27605.25,0,0
9466,5222,2020-04-04,338.2,15717.49,0,0
9467,5214,2020-01-22,1378.77,35188.32,0,0
9468,5916,2024-11-11,1496.95,39192.13,0,0
9469,5592,2023-04-08,413.35,19750.78,0,0
9470,5775,2020-11-09,270.88,15625.63,0,0
9471,5135,2023-06-14,628.65,18877.52,0,0
9472,5818,2023-10-05,800.16,34109.47,0,0
9473,5754,2021-08-13,466.27,25818.74,1,7
9474,5386,2023-05-21,591.85,1790.89,0,0
9475,5303,2023-09-22,461.13,21686.8,0,0
9476,5782,2021-10-23,1206.54,692.0,0,0
9477,5287,2024-09-21,1126.35,31141.41,0,0
9478,5562,2024-03-09,1025.44,13132.49,0,0
9479,5189,2020-01-02,703.38,18880.3,0,0
9480,5297,2024-11-27,1381.75,31947.12,0,0
9481,5526,2022-03-05,1460.39,1857.95,1,13
9482,5389,2022-04-06,425.73,6341.66,0,0
9483,5459,2021-01-25,489.92,15918.42,0,0
9484,5744,2020-08-18,883.32,9197.01,0,0
9485,5261,2020-08-30,318.63,13516.06,0,0
9486,5704,2023-01-11,767.38,39926.99,0,0
9487,5925,2024-05-02,956.33,33016.58,0,0
9488,5715,2022-10-03,878.7,35356.07,0,0
9489,5773,2020-06-20,630.18,37482.19,0,0
9490,5113,2022-07-03,905.18,13637.44,0,0
9491,5886,2022-12-06,1446.44,11883.08,0,0
9492,5864,2021-01-20,467.82,9362.5,1,53
9493,5036,2021-04-28,1051.28,33204.68,0,0
9494,5079,2023-03-26,256.42,27182.07,0,0
9495,5275,2020-09-10,286.34,9446.88,0,0
9496,5960,2022-12-18,917.38,15079.75,1,26
9497,5278,2023-02-11,336.42,20268.47,1,28
9498,5674,2023-06-30,229.05,21125.6,0,0
9499,5312,2022-08-12,422.97,35549.11,1,37
9500,5529,2024-01-05,934.3,15222.65,0,0
9501,5204,2020-08-21,1114.34,36340.96,1,5
9502,5985,2023-12-31,463.22,17654.7,0,0
9503,5952,2024-12-13,1068.74,29854.91,0,0
9504,5017,2023-10-25,437.22,37210.17,0,0
9505,5714,2020-05-10,997.49,36303.03,0,0
9506,5476,2022-04-24,735.55,2278.11,0,0
9507,5511,2021-08-20,1049.94,8228.17,0,0
9508,5210,2021-03-17,1493.57,19076.22,0,0
9509,5499,2021-06-15,1419.16,17262.17,0,0
9510,5402,2022-03-17,205.57,25635.67,0,0
9511,5429,2022-07-23,1351.07,37788.36,1,6
9512,5992,2024-01-27,286.44,4496.19,1,17
9513,5078,2022-02-27,1438.96,18074.35,1,31
9514,5568,2020-02-29,566.37,7696.44,0,0
9515,5080,2021-01-31,696.65,35764.3,0,0
9516,5306,2021-02-21,319.13,38583.21,0,0
9517,5058,2024-10-30,345.95,19148.07,0,0
9518,5530,2023-11-27,1144.76,4160.41,0,0
9519,5208,2020-02-20,1427.63,31411.79,0,0
9520,5511,2021-10-25,993.97,27885.65,1,47
9521,5977,2021-11-05,1130.61,14186.83,0,0
9522,5135,2024-05-26,1190.56,35496.3,1,50
9523,5844,2023-03-23,541.66,39033.28,0,0
9524,5994,2024-03-22,258.8,22314.15,0,0
9525,5522,2021-08-20,202.43,22629.12,0,0
9526,5581,2024-11-22,655.84,11900.54,0,0
9527,5853,2020-03-25,513.9,23380.24,1,42
9528,5899,2024-06-04,281.01,17585.69,0,0
9529,5083,2024-07-26,433.39,12087.64,0,0
9530,5621,2024-04-03,361.85,2687.41,0,0
9531,5044,2022-10-10,1389.34,10108.31,0,0
9532,5483,2021-06-05,382.35,7914.19,0,0
9533,5966,2021-08-19,898.94,21681.68,0,0
9534,5910,2021-06-04,971.04,24066.8,0,0
9535,5644,2024-01-05,906.54,24342.87,0,0
9536,5493,2022-01-24,328.77,15527.24,0,0
9537,5499,2023-08-16,614.44,16849.19,1,31
9538,5018,2020-10-27,266.65,33369.54,0,0
9539,5605,2023-07-18,714.37,19049.31,0,0
9540,5995,2020-04-15,445.18,39510.93,0,0
9541,5948,2021-08-05,930.12,17584.69,0,0
9542,5294,2020-01-02,1100.65,25983.24,0,0
9543,5976,2023-05-11,891.76,2014.52,0,0
9544,5148,2021-09-30,764.51,26133.6,1,18
9545,5472,2020-09-13,703.53,34057.06,0,0
9546,5995,2023-03-17,1294.2,37698.31,0,0
9547,5172,2024-08-19,485.18,39892.82,0,0
9548,5563,2022-09-07,1154.48,11287.15,0,0
9549,5531,2022-12-13,1184.73,23014.8,0,0
9550,5120,2024-06-22,744.96,18028.72,0,0
9551,5836,2024-11-24,586.49,22552.7,0,0
9552,5737,2020-05-03,811.7,6298.12,0,0
9553,5066,2023-10-31,321.18,34245.98,1,53
9554,5141,2022-02-10,259.71,36382.76,0,0
9555,5446,2023-11-13,345.08,17986.47,1,32
9556,5506,2020-01-08,443.29,11217.19,1,8
9557,5189,2024-12-12,855.43,5633.34,1,27
9558,5158,2024-03-02,1303.88,27350.59,0,0
9559,5610,2022-01-16,506.34,12489.27,1,11
9560,5670,2021-07-19,1415.71,36381.54,0,0
9561,5947,2022-04-29,1441.38,26840.5,0,0
9562,5246,2020-07-06,1446.58,25827.41,0,0
9563,5856,2022-10-25,1288.83,22376.08,0,0
9564,5944,2021-02-11,672.97,1831.05,1,42
9565,5748,2023-03-28,294.49,37276.9,0,0
9566,5033,2022-09-09,939.46,25117.5,0,0
9567,5361,2024-04-12,926.29,39762.48,0,0
9568,5753,2021-03-11,1304.97,21494.26,1,51
9569,5330,2020-09-03,1494.79,28404.44,0,0
9570,5512,2024-04-27,860.6,2248.38,0,0
9571,5850,2020-02-12,648.77,25269.45,0,0
9572,5787,2024-08-29,441.67,30585.98,0,0
9573,5071,2021-03-13,206.24,31140.57,0,0
9574,5313,2021-02-15,861.85,30804.47,0,0
9575,5915,2022-10-24,922.17,9051.31,1,5
9576,5728,2022-06-13,1272.42,39015.94,0,0
9577,5079,2020-11-05,855.95,39807.28,0,0
9578,5169,2020-10-20,1391.41,3023.84,0,0
9579,5810,2022-12-05,1016.51,37457.86,1,48
9580,5983,2022-09-16,1292.44,11577.97,1,15
9581,5180,2023-02-27,392.79,27571.36,0,0
9582,5628,2023-08-25,1311.94,13524.44,1,9
9583,5260,2022-05-14,1077.69,38710.17,0,0
9584,5486,2024-06-29,421.3,4060.15,0,0
9585,5772,2021-07-16,446.69,19909.87,0,0
